0,0.0379614298863,0.062822075,794
10,0.0448224188755,0.084470167,1496
20,0.0583177499086,0.152173562,2198
30,0.0585969553161,0.18903687,2914
40,0.0566837864574,0.211239073,3593
50,0.065003278546,0.238219939,4292
60,0.0625459119968,0.258228169,5013
70,0.0743418616998,0.271923939,5721
80,0.0710923242249,0.291550096,6421
90,0.0740531085781,0.315032297,7114
100,0.0729525079208,0.33326097,7832
110,0.0840032688502,0.358651673,8537
120,0.0796439042547,0.386160457,9236
130,0.0806577473426,0.405411477,9943
140,0.0867532913854,0.458170989,10640
150,0.092028916531,0.497675664,11340
160,0.0925353065291,0.515726741,12026
170,0.0957882001859,0.541447205,12734
180,0.087669913621,0.59190781,13440
190,0.0921200926859,0.647178118,14126
200,0.0800999157024,0.697869955,14830
210,0.0846871391608,0.762214704,15528
220,0.0855253753692,0.81558628,16216
230,0.086160145259,0.882023548,16915
240,0.0870073206859,0.928556772,17614
250,0.0870060594449,1.00461816,18335
260,0.0894516813694,1.069138791,19036
270,0.0907364322169,1.143276783,19726
280,0.0941925623938,1.204459524,20418
290,0.0917890066457,1.22292901,21115
300,0.0813645485132,1.310027617,21812
310,0.0862198097864,1.360252326,22507
320,0.0970223068668,1.451695131,23222
330,0.0985204612462,1.516915893,23923
340,0.0924136502299,1.586083679,24626
350,0.0893477555253,1.649449113,25325
360,0.0880167032415,1.725841789,26029
370,0.0899522157163,1.797589798,26716
380,0.0884004840349,1.861785912,27403
390,0.0841956979287,1.937511458,28079
400,0.0871643029819,2.027635206,28793
410,0.0909320544168,2.111973127,29473
420,0.0985810258763,2.17490059,30182
430,0.105801350486,2.239358575,30882
440,0.104550584029,2.313277059,31591
450,0.103277455208,2.359604636,32275
460,0.101957368561,2.418166128,32965
470,0.10158440154,2.470205827,33663
480,0.0989499579629,2.531147452,34363
490,0.104922002004,2.572216775,35052
500,0.0949419813684,2.608935929,35753
510,0.096777526983,2.686432464,36449
520,0.101394542641,2.7439593,37148
530,0.093030297192,2.792672062,37858
540,0.092434171184,2.84476863,38565
550,0.100654835104,2.904802756,39248
560,0.102416602453,2.98301543,39953
570,0.0991180583907,3.054254228,40655
580,0.0960787616239,3.107134548,41356
590,0.0984435359223,3.169601852,42049
600,0.103298592837,3.242815211,42749
610,0.10205806003,3.309345011,43452
620,0.10643339289,3.373489186,44145
630,0.0894946223902,3.439308156,44846
640,0.0908558765903,3.503041454,45536
650,0.0839623852938,3.587761021,46226
660,0.0874605872631,3.635813238,46923
670,0.0833320336185,3.70965453,47617
680,0.0912591153307,3.766109991,48326
690,0.0990064473871,3.839540798,49017
700,0.0901396460055,3.903922703,49720
710,0.0918227790788,3.964272798,50424
720,0.0966689887773,4.02394366,51123
730,0.100123113471,4.097843533,51817
740,0.096717562037,4.144678846,52510
750,0.0961776773138,4.204560689,53207
760,0.0942150157468,4.263133393,53925
770,0.0956236354402,4.329559401,54618
780,0.0996286397628,4.384831109,55313
790,0.0977940548218,4.445576346,56026
800,0.0969329486327,4.506674638,56733
810,0.0967429954665,4.556647842,57439
820,0.0962725290275,4.625517348,58133
830,0.0915673415809,4.700615071,58835
840,0.0888880478401,4.794246434,59519
850,0.0882394469024,4.867089319,60237
860,0.0929091645527,4.947721465,60930
870,0.0943208917723,5.025219239,61628
880,0.0954894345064,5.082707934,62320
890,0.0987196076012,5.13876576,63009
900,0.0982108583694,5.201724381,63713
910,0.0986209910662,5.25114048,64411
920,0.104605373231,5.302667929,65110
930,0.106714040144,5.367834915,65800
940,0.100676361341,5.428490549,66485
950,0.104049289394,5.489537519,67185
960,0.101651617165,5.552891621,67874
970,0.103250171114,5.625012045,68571
980,0.10719957261,5.676948721,69267
990,0.0995374732352,5.73488056,69959
1000,0.0934794564356,5.805242375,70663
1010,0.103638723663,5.863183639,71364
1020,0.0992705875363,5.912514345,72069
1030,0.0959189460095,5.97096624,72778
1040,0.102206792113,6.030481585,73470
1050,0.0993543183495,6.102567312,74164
1060,0.0975582415245,6.177832114,74858
1070,0.0948905592653,6.231030287,75552
1080,0.0948588671264,6.29143868,76245
1090,0.0938573576504,6.358623554,76947
1100,0.0928168689291,6.422407206,77646
1110,0.0980746669858,6.485361055,78345
1120,0.0966155156526,6.552702883,79046
1130,0.103919671632,6.598400935,79750
1140,0.0993231239521,6.682607364,80455
